name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,Car_Age,Price_category,,,,,,
Renault Duster 85PS Diesel RxE,2013,"₹ 4,00,000",75976,Diesel,Dealer,Manual,Second Owner,13,Budget,,,,,,
Honda Amaze S AT i-Vtech,2014,"₹ 4,00,000",15000,Petrol,Individual,Automatic,First Owner,12,Budget,,,,,,
Maruti Wagon R LXI BS IV,2017,"₹ 4,00,000",50000,Petrol,Individual,Manual,First Owner,9,Budget,,,,,,
Mahindra XUV500 W8 2WD,2012,"₹ 4,00,000",150000,Diesel,Individual,Manual,Second Owner,14,Budget,,,,,,
Ford Endeavour Hurricane Limited Edition,2007,"₹ 4,00,000",110000,Diesel,Individual,Automatic,Fourth & Above Owner,19,Budget,,,,,,
Ford Figo 1.5D Trend MT,2016,"₹ 4,00,000",45217,Diesel,Dealer,Manual,First Owner,10,Budget,,,,,,
Renault Duster 85PS Diesel RxL,2014,"₹ 4,00,000",120000,Diesel,Individual,Manual,First Owner,12,Budget,,,,,,
Chevrolet Captiva 2.0L VCDi,2011,"₹ 4,00,000",76000,Diesel,Individual,Manual,Third Owner,15,Budget,,,,,,
Honda City 1.5 E MT,2010,"₹ 4,00,000",50000,Petrol,Individual,Manual,First Owner,16,Budget,,,,,,
Hyundai Grand i10 AT Asta,2015,"₹ 4,00,000",30000,Petrol,Individual,Automatic,First Owner,11,Budget,,,,,,
Renault Scala Diesel RxL,2014,"₹ 4,00,000",35000,Diesel,Individual,Manual,First Owner,12,Budget,,,,,,
Maruti Swift VDI BSIV,2015,"₹ 4,00,000",100000,Diesel,Individual,Manual,Third Owner,11,Budget,,,,,,
Hyundai EON 1.0 Era Plus,2019,"₹ 4,00,000",5000,Petrol,Individual,Manual,First Owner,7,Budget,,,,,,
Maruti Swift VVT VXI,2017,"₹ 4,00,000",30000,Petrol,Individual,Manual,First Owner,9,Budget,,,,,,
Maruti Swift VDI,2013,"₹ 4,00,000",170000,Diesel,Individual,Manual,First Owner,13,Budget,,,,,,
Maruti Swift Dzire VXI,2015,"₹ 4,00,000",70000,Petrol,Individual,Manual,Second Owner,11,Budget,,,,,,
Tata Zest Quadrajet 1.3 75PS XE,2016,"₹ 4,00,000",88470,Diesel,Individual,Manual,First Owner,10,Budget,,,,,,
Maruti Swift VDI,2013,"₹ 4,00,000",50000,Diesel,Individual,Manual,First Owner,13,Budget,,,,,,
Hyundai i10 Magna 1.2,2010,"₹ 4,00,000",50000,Petrol,Individual,Manual,First Owner,16,Budget,,,,,,
Skoda Laura Elegance 1.9 TDI  AT,2010,"₹ 4,00,000",130000,Diesel,Individual,Automatic,Second Owner,16,Budget,,,,,,
Skoda Laura Ambiente 2.0 TDI CR MT,2012,"₹ 4,00,000",110000,Diesel,Individual,Manual,First Owner,14,Budget,,,,,,
Mahindra Bolero 2011-2019 SLX,2013,"₹ 4,00,000",107000,Diesel,Individual,Manual,First Owner,13,Budget,,,,,,
Hyundai Grand i10 Sportz,2014,"₹ 4,00,000",25000,Petrol,Individual,Manual,First Owner,12,Budget,,,,,,
Ford Endeavour 2.5L 4X2 MT,2004,"₹ 4,00,000",93415,Diesel,Dealer,Manual,First Owner,22,Budget,,,,,,
Maruti Ertiga VDI,2013,"₹ 4,00,000",110000,Diesel,Individual,Manual,First Owner,13,Budget,,,,,,
Maruti Ritz LDi,2016,"₹ 4,00,000",90000,Diesel,Individual,Manual,Second Owner,10,Budget,,,,,,
Mahindra Thar 4X2,2011,"₹ 4,00,000",120000,Diesel,Individual,Manual,Second Owner,15,Budget,,,,,,
Maruti SX4 Vxi BSIV,2013,"₹ 4,00,000",35000,Petrol,Individual,Manual,First Owner,13,Budget,,,,,,
Renault KWID 1.0 RXT Optional,2019,"₹ 4,00,000",10000,Petrol,Individual,Manual,First Owner,7,Budget,,,,,,
Tata Xenon XT EX 4X2,2012,"₹ 4,00,000",80000,Diesel,Individual,Manual,Second Owner,14,Budget,,,,,,
Tata Zest Revotron 1.2 XT,2014,"₹ 4,00,000",35000,Petrol,Individual,Manual,First Owner,12,Budget,,,,,,
Hyundai Grand i10 Sportz,2014,"₹ 4,00,000",48000,Petrol,Individual,Manual,First Owner,12,Budget,,,,,,
Ford Figo Aspire 1.5 TDCi Titanium,2016,"₹ 4,00,000",70000,Diesel,Individual,Manual,First Owner,10,Budget,,,,,,
Chevrolet Cruze LTZ,2012,"₹ 4,00,000",40000,Diesel,Individual,Manual,First Owner,14,Budget,,,,,,
Tata Zest Revotron 1.2T XMS,2018,"₹ 4,00,000",54000,Petrol,Dealer,Manual,Second Owner,8,Budget,,,,,,
Renault Duster Petrol RxL,2013,"₹ 4,00,000",100000,Petrol,Individual,Manual,Second Owner,13,Budget,,,,,,
Hyundai i20 1.2 Spotz,2017,"₹ 4,00,000",50000,Petrol,Individual,Manual,First Owner,9,Budget,,,,,,
Volkswagen Polo Petrol Comfortline 1.2L,2013,"₹ 4,00,000",100000,Petrol,Individual,Manual,First Owner,13,Budget,,,,,,
Ford Endeavour 2.5L 4X2 MT,2008,"₹ 4,00,000",110000,Diesel,Individual,Manual,Third Owner,18,Budget,,,,,,
Maruti SX4 ZDI Leather,2012,"₹ 4,00,000",60000,Diesel,Individual,Manual,Second Owner,14,Budget,,,,,,
Maruti Wagon R VXI BS IV,2016,"₹ 4,00,000",25000,Petrol,Individual,Manual,First Owner,10,Budget,,,,,,
Mahindra Bolero Power Plus SLX,2017,"₹ 4,00,000",50000,Diesel,Individual,Manual,Second Owner,9,Budget,,,,,,
Toyota Innova 2.5 V Diesel 8-seater,2009,"₹ 4,00,000",138000,Diesel,Individual,Manual,Third Owner,17,Budget,,,,,,
Chevrolet Tavera Neo 3 LS 7 C BSIII,2015,"₹ 4,00,000",120000,Diesel,Individual,Manual,First Owner,11,Budget,,,,,,
Toyota Corolla Altis 1.8 J,2008,"₹ 4,00,000",35000,Petrol,Individual,Manual,Second Owner,18,Budget,,,,,,
Hyundai i20 Sportz 1.2,2013,"₹ 4,00,000",59213,Petrol,Individual,Manual,First Owner,13,Budget,,,,,,
Maruti Swift VXI Optional,2015,"₹ 4,00,000",40000,Petrol,Individual,Manual,First Owner,11,Budget,,,,,,
Chevrolet Tavera Neo 3 Max 9 Str BSIII,2014,"₹ 4,00,000",120000,Diesel,Individual,Manual,Second Owner,12,Budget,,,,,,
Datsun GO Plus T BSIV,2018,"₹ 4,00,000",4400,Petrol,Individual,Manual,Second Owner,8,Budget,,,,,,
Honda Brio 1.2 S MT,2017,"₹ 4,00,000",15000,Petrol,Individual,Manual,First Owner,9,Budget,,,,,,
Hyundai Santro Magna AMT BSIV,2019,"₹ 4,00,000",16000,Petrol,Individual,Automatic,First Owner,7,Budget,,,,,,
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2006,"₹ 4,00,000",400000,Diesel,Individual,Manual,Third Owner,20,Budget,,,,,,
Maruti Swift LDI,2012,"₹ 4,00,000",70000,Diesel,Individual,Manual,First Owner,14,Budget,,,,,,
Tata Zest Quadrajet 1.3 XM,2015,"₹ 4,00,000",100000,Diesel,Individual,Manual,First Owner,11,Budget,,,,,,
Skoda Superb 1.8 TFSI MT,2010,"₹ 4,00,000",80000,Petrol,Individual,Manual,Second Owner,16,Budget,,,,,,
Toyota Innova 2.5 EV Diesel MS 7 Str BSIII,2010,"₹ 4,00,000",120000,Diesel,Individual,Manual,First Owner,16,Budget,,,,,,
Ford Figo Diesel ZXI,2012,"₹ 4,00,000",55328,Diesel,Dealer,Manual,First Owner,14,Budget,,,,,,
Maruti Swift VDI,2013,"₹ 4,00,000",125000,Diesel,Individual,Manual,Second Owner,13,Budget,,,,,,
Chevrolet Tavera Neo 2 LS B4 7 Str BSIII,2012,"₹ 4,00,000",120000,Diesel,Individual,Manual,Third Owner,14,Budget,,,,,,
Chevrolet Tavera Neo 2 LT L 9 Str,2012,"₹ 4,00,000",110000,Diesel,Individual,Manual,First Owner,14,Budget,,,,,,
Hyundai i20 Magna Optional 1.4 CRDi,2013,"₹ 4,00,000",100000,Diesel,Individual,Manual,First Owner,13,Budget,,,,,,
Mahindra Quanto C4,2016,"₹ 4,00,000",80000,Diesel,Individual,Manual,Second Owner,10,Budget,,,,,,
Maruti Swift VDI BSIV,2015,"₹ 4,00,000",87000,Diesel,Individual,Manual,Third Owner,11,Budget,,,,,,
Volkswagen Vento Petrol Highline,2011,"₹ 4,00,000",60000,Petrol,Individual,Manual,First Owner,15,Budget,,,,,,
Mahindra Scorpio SLE BSIII,2010,"₹ 4,00,000",185000,Diesel,Individual,Manual,First Owner,16,Budget,,,,,,
Hyundai Grand i10 CRDi Sportz,2015,"₹ 4,00,000",42000,Diesel,Individual,Manual,First Owner,11,Budget,,,,,,
Tata Tiago 1.05 Revotorq XZ Plus,2018,"₹ 4,00,000",35000,Diesel,Individual,Manual,First Owner,8,Budget,,,,,,
Volkswagen Polo Diesel Highline 1.2L,2013,"₹ 4,00,000",75000,Diesel,Dealer,Manual,First Owner,13,Budget,,,,,,
Maruti Swift Dzire VXI,2015,"₹ 4,00,000",90000,Petrol,Individual,Manual,First Owner,11,Budget,,,,,,
Maruti Swift VDI,2013,"₹ 4,00,000",90000,Diesel,Individual,Manual,First Owner,13,Budget,,,,,,
Maruti Swift Dzire VDI,2014,"₹ 4,00,000",90000,Diesel,Individual,Manual,First Owner,12,Budget,,,,,,
Mahindra Xylo E6,2009,"₹ 4,00,000",68350,Diesel,Dealer,Manual,First Owner,17,Budget,,,,,,
Hyundai i20 1.2 Spotz,2017,"₹ 4,00,000",38000,Petrol,Individual,Manual,Second Owner,9,Budget,,,,,,
Mahindra Xylo E4,2012,"₹ 4,00,000",99000,Diesel,Dealer,Manual,First Owner,14,Budget,,,,,,
Renault KWID 1.0 RXT Optional,2017,"₹ 4,00,000",60000,Petrol,Individual,Manual,First Owner,9,Budget,,,,,,
Hyundai i20 1.4 CRDi Asta,2012,"₹ 4,00,000",70000,Diesel,Individual,Manual,First Owner,14,Budget,,,,,,
Hyundai Grand i10 Sportz,2015,"₹ 4,00,000",61690,Petrol,Dealer,Manual,First Owner,11,Budget,,,,,,
Mahindra TUV 300 T6 Plus,2017,"₹ 4,00,000",120000,Diesel,Individual,Manual,First Owner,9,Budget,,,,,,
Mahindra Bolero SLX,2010,"₹ 4,00,000",50000,Diesel,Individual,Manual,First Owner,16,Budget,,,,,,
Maruti Eeco 5 Seater AC BSIV,2018,"₹ 4,01,000",10200,Petrol,Dealer,Manual,First Owner,8,Budget,,,,,,
Maruti Eeco 5 STR With AC Plus HTR CNG,2018,"₹ 4,09,999",45000,CNG,Individual,Manual,First Owner,8,Budget,,,,,,
Hyundai Verna 1.6 SX,2012,"₹ 4,09,999",120000,Diesel,Individual,Manual,Third Owner,14,Budget,,,,,,
Mahindra Scorpio VLS 2.2 mHawk,2009,"₹ 4,09,999",110000,Diesel,Individual,Manual,Second Owner,17,Budget,,,,,,
Mahindra KUV 100 D75 K2,2017,"₹ 4,09,999",40000,Diesel,Individual,Manual,First Owner,9,Budget,,,,,,
Maruti Celerio ZXI,2017,"₹ 4,09,999",35000,Petrol,Individual,Manual,First Owner,9,Budget,,,,,,
Maruti Gypsy King HT BSIV,2001,"₹ 4,09,999",49359,Petrol,Individual,Manual,Third Owner,25,Budget,,,,,,
Hyundai i20 Magna 1.4 CRDi (Diesel),2014,"₹ 4,09,999",80000,Diesel,Individual,Manual,Second Owner,12,Budget,,,,,,
Hyundai Verna 1.6 SX CRDi (O),2012,"₹ 4,09,999",60000,Diesel,Individual,Manual,Second Owner,14,Budget,,,,,,
Hyundai Grand i10 CRDi Sportz,2015,"₹ 4,09,999",58000,Diesel,Individual,Manual,First Owner,11,Budget,,,,,,
Ford Figo Diesel EXI,2012,"₹ 4,09,999",28000,Diesel,Individual,Manual,First Owner,14,Budget,,,,,,
Maruti Swift Dzire VDI,2014,"₹ 4,09,999",90000,Diesel,Individual,Manual,First Owner,12,Budget,,,,,,
Toyota Etios Liva GD,2012,"₹ 4,09,999",56000,Diesel,Individual,Manual,First Owner,14,Budget,,,,,,
Honda City 1.5 S MT,2010,"₹ 4,09,999",60000,Petrol,Individual,Manual,First Owner,16,Budget,,,,,,
Honda Amaze EX i-Dtech,2014,"₹ 4,09,999",56541,Diesel,Dealer,Manual,First Owner,12,Budget,,,,,,
Hyundai i20 Magna 1.4 CRDi,2014,"₹ 4,09,999",80000,Diesel,Individual,Manual,Second Owner,12,Budget,,,,,,
Mahindra Scorpio LX,2009,"₹ 4,11,000",120000,Diesel,Individual,Manual,Second Owner,17,Budget,,,,,,
Maruti Celerio VXI AT,2017,"₹ 4,15,000",32670,Petrol,Dealer,Automatic,First Owner,9,Budget,,,,,,
Volkswagen Polo 1.5 TDI Trendline,2014,"₹ 4,15,000",81358,Diesel,Dealer,Manual,First Owner,12,Budget,,,,,,
Maruti Swift LXI Option,2015,"₹ 4,15,000",28217,Petrol,Trustmark Dealer,Manual,First Owner,11,Budget,,,,,,
Toyota Etios V,2013,"₹ 4,15,000",40771,Petrol,Dealer,Manual,First Owner,13,Budget,,,,,,
Maruti Celerio ZXI,2017,"₹ 4,15,000",20000,Petrol,Individual,Manual,First Owner,9,Budget,,,,,,
Volkswagen Jetta 2.0L TDI Comfortline,2012,"₹ 4,15,000",80000,Diesel,Individual,Manual,Second Owner,14,Budget,,,,,,
Nissan Micra XL,2017,"₹ 4,15,000",48965,Petrol,Dealer,Manual,First Owner,9,Budget,,,,,,
Maruti Swift Dzire LDI Optional,2015,"₹ 4,19,000",170000,Diesel,Individual,Manual,Second Owner,11,Budget,,,,,,
Hyundai Grand i10 Sportz,2016,"₹ 4,20,000",44440,Petrol,Individual,Manual,Second Owner,10,Budget,,,,,,
Maruti Wagon R VXI AMT,2017,"₹ 4,20,000",19890,Petrol,Dealer,Automatic,First Owner,9,Budget,,,,,,
Volkswagen Vento Diesel Highline,2012,"₹ 4,20,000",90000,Diesel,Individual,Manual,Second Owner,14,Budget,,,,,,
Renault Pulse RxZ,2015,"₹ 4,20,000",100000,Diesel,Individual,Manual,First Owner,11,Budget,,,,,,
Hyundai Xcent 1.1 CRDi Base,2015,"₹ 4,20,000",60000,Diesel,Individual,Manual,First Owner,11,Budget,,,,,,
Toyota Corolla Altis Diesel D4DJ,2012,"₹ 4,20,000",95000,Diesel,Individual,Manual,Second Owner,14,Budget,,,,,,
Maruti Celerio ZXI,2017,"₹ 4,20,000",50000,Petrol,Individual,Manual,First Owner,9,Budget,,,,,,
Mahindra Scorpio VLX 2WD BSIV,2010,"₹ 4,20,000",100000,Diesel,Individual,Manual,Third Owner,16,Budget,,,,,,
Mahindra Scorpio SLE BSIV,2009,"₹ 4,20,000",100000,Diesel,Individual,Manual,First Owner,17,Budget,,,,,,
Toyota Innova 2.5 GX 8 STR BSIV,2009,"₹ 4,20,000",347089,Diesel,Dealer,Manual,First Owner,17,Budget,,,,,,
Maruti Swift VDI BSIV,2014,"₹ 4,20,000",155000,Diesel,Individual,Manual,First Owner,12,Budget,,,,,,
Maruti Wagon R AMT VXI,2018,"₹ 4,20,000",24000,Petrol,Individual,Automatic,First Owner,8,Budget,,,,,,
Mahindra Scorpio LX,2014,"₹ 4,20,000",70000,Diesel,Individual,Manual,Third Owner,12,Budget,,,,,,
Honda Mobilio S i DTEC,2015,"₹ 4,20,000",104000,Diesel,Individual,Manual,Second Owner,11,Budget,,,,,,
Mahindra KUV 100 mFALCON G80 K2 Plus,2016,"₹ 4,20,000",21000,Petrol,Individual,Manual,First Owner,10,Budget,,,,,,
Tata Tiago 1.2 Revotron XT,2018,"₹ 4,20,000",80000,Petrol,Individual,Manual,First Owner,8,Budget,,,,,,
Hyundai i20 Magna Optional 1.4 CRDi,2013,"₹ 4,20,000",50000,Diesel,Individual,Manual,First Owner,13,Budget,,,,,,
Honda Amaze S i-Dtech,2014,"₹ 4,21,000",69000,Diesel,Dealer,Manual,First Owner,12,Budget,,,,,,
Toyota Etios Cross 1.2L G,2015,"₹ 4,21,000",23839,Petrol,Dealer,Manual,First Owner,11,Budget,,,,,,
Renault Duster 85PS Diesel RxL Optional,2013,"₹ 4,21,000",45000,Diesel,Individual,Manual,First Owner,13,Budget,,,,,,
Tata Tiago 1.2 Revotron XZ,2019,"₹ 4,25,000",19600,Petrol,Individual,Manual,First Owner,7,Budget,,,,,,
Maruti Celerio ZXI MT BSIV,2019,"₹ 4,25,000",3700,Petrol,Individual,Manual,First Owner,7,Budget,,,,,,
Mahindra KUV 100 mFALCON G80 K2,2016,"₹ 4,25,000",25000,Petrol,Individual,Manual,First Owner,10,Budget,,,,,,
Maruti Swift Dzire VDI,2013,"₹ 4,25,000",61083,Diesel,Dealer,Manual,First Owner,13,Budget,,,,,,
Maruti Swift Dzire LDIX Limited Edition,2014,"₹ 4,25,000",100000,Diesel,Individual,Manual,Second Owner,12,Budget,,,,,,
Tata Tiago 1.2 Revotron XE,2019,"₹ 4,25,000",3000,Petrol,Individual,Manual,First Owner,7,Budget,,,,,,
Maruti Swift VDI,2012,"₹ 4,25,000",40000,Diesel,Individual,Manual,First Owner,14,Budget,,,,,,
Hyundai Santro Magna BSIV,2019,"₹ 4,25,000",15000,Petrol,Individual,Manual,First Owner,7,Budget,,,,,,
Hyundai Verna 1.6 SX VTVT (O),2013,"₹ 4,25,000",66000,Petrol,Individual,Manual,First Owner,13,Budget,,,,,,
Maruti Wagon R VXI BS IV,2018,"₹ 4,25,000",15000,Petrol,Individual,Manual,First Owner,8,Budget,,,,,,
Hyundai i20 Magna 1.4 CRDi (Diesel),2013,"₹ 4,25,000",22700,Diesel,Dealer,Manual,Second Owner,13,Budget,,,,,,
Volkswagen Polo 1.2 MPI Highline,2014,"₹ 4,25,000",40000,Petrol,Individual,Manual,First Owner,12,Budget,,,,,,
Chevrolet Enjoy 1.3 TCDi LS 8,2013,"₹ 4,25,000",20000,Diesel,Dealer,Manual,First Owner,13,Budget,,,,,,
Hyundai Verna 1.6 SX VTVT,2013,"₹ 4,25,000",59319,Petrol,Dealer,Manual,First Owner,13,Budget,,,,,,
Ford Ecosport 1.5 DV5 MT Titanium,2013,"₹ 4,25,000",72000,Diesel,Individual,Manual,First Owner,13,Budget,,,,,,
Renault Duster 85PS Diesel RxE,2013,"₹ 4,25,000",170000,Diesel,Dealer,Manual,First Owner,13,Budget,,,,,,
Hyundai Grand i10 Sportz,2015,"₹ 4,25,000",12000,Petrol,Individual,Manual,First Owner,11,Budget,,,,,,
Maruti Swift Dzire VDI,2014,"₹ 4,25,000",150000,Diesel,Individual,Manual,First Owner,12,Budget,,,,,,
Mahindra Scorpio 2.6 CRDe SLE,2011,"₹ 4,25,000",50000,Diesel,Individual,Manual,First Owner,15,Budget,,,,,,
Nissan Terrano XL 110 PS,2014,"₹ 4,25,000",136906,Diesel,Individual,Manual,First Owner,12,Budget,,,,,,
Hyundai Grand i10 1.2 CRDi Magna,2016,"₹ 4,25,000",42500,Diesel,Dealer,Manual,First Owner,10,Budget,,,,,,
Honda Brio V MT,2014,"₹ 4,25,000",29654,Petrol,Trustmark Dealer,Manual,First Owner,12,Budget,,,,,,
Maruti Swift Dzire LDI,2017,"₹ 4,25,000",90000,Diesel,Individual,Manual,First Owner,9,Budget,,,,,,
Maruti Eeco 5 Seater AC BSIV,2017,"₹ 4,25,000",8352,Petrol,Dealer,Manual,First Owner,9,Budget,,,,,,
Toyota Etios Liva 1.4 VD,2017,"₹ 4,25,000",36000,Diesel,Dealer,Manual,First Owner,9,Budget,,,,,,
Ford Figo Diesel Titanium,2012,"₹ 4,25,000",81632,Diesel,Dealer,Manual,First Owner,14,Budget,,,,,,
Tata Harrier XE,2020,"₹ 4,26,000",1000,Diesel,Individual,Manual,First Owner,6,Budget,,,,,,
Tata Tiago 1.2 Revotron XTA,2018,"₹ 4,26,000",15000,Petrol,Individual,Automatic,First Owner,8,Budget,,,,,,
Honda Accord 2.4 AT,2009,"₹ 4,28,000",40000,Petrol,Individual,Automatic,Third Owner,17,Budget,,,,,,
Ambassador Grand 1800 ISZ MPFI PW CL,2012,"₹ 4,30,000",50000,Petrol,Individual,Manual,Second Owner,14,Budget,,,,,,
Ford Aspire Titanium BSIV,2017,"₹ 4,30,000",101159,Petrol,Dealer,Manual,First Owner,9,Budget,,,,,,
Mahindra Bolero Power Plus Plus AC BSIV PS,2015,"₹ 4,30,000",200000,Diesel,Individual,Manual,First Owner,11,Budget,,,,,,
Hyundai Xcent 1.1 CRDi SX,2016,"₹ 4,30,000",35000,Diesel,Individual,Manual,First Owner,10,Budget,,,,,,
Honda Amaze E i-VTEC,2017,"₹ 4,30,000",15000,Petrol,Individual,Manual,First Owner,9,Budget,,,,,,
Mahindra KUV 100 mFALCON D75 K6,2016,"₹ 4,30,000",20000,Diesel,Individual,Manual,First Owner,10,Budget,,,,,,
Hyundai i20 Asta 1.4 CRDi,2016,"₹ 4,30,000",80000,Diesel,Individual,Manual,First Owner,10,Budget,,,,,,
Toyota Etios Liva 1.2 G,2014,"₹ 4,30,000",42000,Petrol,Dealer,Manual,Second Owner,12,Budget,,,,,,
Tata Nexon 1.2 Revotron XM,2018,"₹ 4,30,000",30000,Petrol,Individual,Manual,First Owner,8,Budget,,,,,,
Renault Duster 85PS Diesel RxL Optional,2013,"₹ 4,30,000",70000,Diesel,Individual,Manual,Third Owner,13,Budget,,,,,,
Maruti Wagon R VXI BS IV,2017,"₹ 4,30,000",17000,Petrol,Individual,Manual,First Owner,9,Budget,,,,,,
Tata Safari Storme EX,2013,"₹ 4,30,000",80000,Diesel,Individual,Manual,Third Owner,13,Budget,,,,,,
Skoda Rapid 1.6 TDI PRESTIGE,2013,"₹ 4,30,000",88000,Diesel,Individual,Manual,Second Owner,13,Budget,,,,,,
Mahindra Bolero SLX 2WD BSIII,2011,"₹ 4,30,000",70000,Diesel,Individual,Manual,Second Owner,15,Budget,,,,,,
Maruti Swift Dzire LDI,2015,"₹ 4,30,000",73000,Diesel,Individual,Manual,Third Owner,11,Budget,,,,,,
Hyundai Verna 1.6 SX CRDi (O),2013,"₹ 4,30,000",100000,Diesel,Individual,Manual,Second Owner,13,Budget,,,,,,
Maruti Celerio VXI,2017,"₹ 4,30,000",93000,Petrol,Dealer,Manual,First Owner,9,Budget,,,,,,
Maruti Celerio VXI Optional,2017,"₹ 4,30,999",14000,Petrol,Dealer,Manual,First Owner,9,Budget,,,,,,
Maruti Swift Dzire VDI,2014,"₹ 4,34,000",79350,Diesel,Individual,Manual,Second Owner,12,Budget,,,,,,
Hyundai Verna 1.6 SX,2012,"₹ 4,34,999",235000,Diesel,Individual,Manual,Second Owner,14,Budget,,,,,,
Mahindra Xylo D2 BS IV,2015,"₹ 4,34,999",100000,Diesel,Individual,Manual,Third Owner,11,Budget,,,,,,
Tata Tigor 1.2 Revotron XZ Option,2017,"₹ 4,34,999",17563,Petrol,Individual,Manual,First Owner,9,Budget,,,,,,
Renault Duster 110PS Diesel RxZ,2012,"₹ 4,34,999",110000,Diesel,Individual,Manual,Second Owner,14,Budget,,,,,,
Volkswagen Polo Diesel Highline 1.2L,2013,"₹ 4,34,999",100000,Diesel,Individual,Manual,Second Owner,13,Budget,,,,,,
Nissan Micra XL CVT,2015,"₹ 4,34,999",40000,Petrol,Individual,Automatic,Second Owner,11,Budget,,,,,,
Toyota Etios GD,2015,"₹ 4,34,999",75000,Diesel,Dealer,Manual,Second Owner,11,Budget,,,,,,
Maruti Celerio ZXI,2016,"₹ 4,34,999",21000,Petrol,Dealer,Manual,First Owner,10,Budget,,,,,,
Datsun GO Plus T Option Petrol,2018,"₹ 4,34,999",10000,Petrol,Individual,Manual,First Owner,8,Budget,,,,,,
Hyundai Grand i10 1.2 Kappa Era,2015,"₹ 4,34,999",29000,Petrol,Dealer,Manual,First Owner,11,Budget,,,,,,
Honda City 1.5 V MT,2012,"₹ 4,34,999",47000,Petrol,Dealer,Manual,Second Owner,14,Budget,,,,,,
Nissan Micra Active XV,2017,"₹ 4,34,999",16267,Petrol,Dealer,Manual,First Owner,9,Budget,,,,,,
Honda City V AT,2011,"₹ 4,34,999",97000,Petrol,Dealer,Automatic,Second Owner,15,Budget,,,,,,
Nissan Micra XL,2016,"₹ 4,40,000",33000,Petrol,Individual,Manual,Second Owner,10,Budget,,,,,,
Ford Figo Trend,2016,"₹ 4,40,000",34982,Petrol,Dealer,Manual,First Owner,10,Budget,,,,,,
Maruti Eeco 5 STR With AC Plus HTR CNG,2017,"₹ 4,40,000",14100,CNG,Dealer,Manual,First Owner,9,Budget,,,,,,
Honda Amaze VX AT i-Vtech,2014,"₹ 4,40,000",46000,Petrol,Dealer,Automatic,First Owner,12,Budget,,,,,,
Toyota Innova 2.5 G4 Diesel 7-seater,2007,"₹ 4,40,000",223000,Diesel,Individual,Manual,Fourth & Above Owner,19,Budget,,,,,,
Hyundai i20 Asta (o) 1.4 CRDi (Diesel),2012,"₹ 4,40,000",70000,Diesel,Dealer,Manual,First Owner,14,Budget,,,,,,
Maruti Wagon R VXI BS IV,2018,"₹ 4,40,000",14000,Petrol,Dealer,Manual,First Owner,8,Budget,,,,,,
Toyota Innova 2.5 GX 8 STR BSIV,2012,"₹ 4,49,000",90000,Diesel,Individual,Manual,First Owner,14,Budget,,,,,,
Hyundai i20 Sportz 1.2,2014,"₹ 4,50,000",80000,Petrol,Individual,Manual,First Owner,12,Budget,,,,,,
Mahindra KUV 100 mFALCON G80 K2,2017,"₹ 4,50,000",30000,Petrol,Individual,Manual,First Owner,9,Budget,,,,,,
Maruti Swift ZDi BSIV,2017,"₹ 4,50,000",70000,Diesel,Individual,Manual,First Owner,9,Budget,,,,,,
Hyundai Verna 1.6 SX CRDi (O),2012,"₹ 4,50,000",110000,Diesel,Individual,Manual,Second Owner,14,Budget,,,,,,
Skoda Superb Elegance 2.0 TDI CR AT,2011,"₹ 4,50,000",235000,Diesel,Individual,Automatic,First Owner,15,Budget,,,,,,
Hyundai Grand i10 CRDi Asta Option,2015,"₹ 4,50,000",50000,Diesel,Individual,Manual,First Owner,11,Budget,,,,,,
Ford Fiesta Petrol Trend,2012,"₹ 4,50,000",60000,Petrol,Dealer,Manual,First Owner,14,Budget,,,,,,
Fiat Punto EVO 1.3 Emotion,2017,"₹ 4,50,000",70000,Diesel,Individual,Manual,First Owner,9,Budget,,,,,,
Nissan Sunny Diesel XV,2013,"₹ 4,50,000",80000,Diesel,Individual,Manual,First Owner,13,Budget,,,,,,
Hyundai Grand i10 CRDi Sportz,2015,"₹ 4,50,000",80000,Diesel,Individual,Manual,First Owner,11,Budget,,,,,,
Skoda Superb Ambition 2.0 TDI CR AT,2011,"₹ 4,50,000",130400,Diesel,Dealer,Automatic,Second Owner,15,Budget,,,,,,
Maruti Celerio VXI AMT BSIV,2016,"₹ 4,50,000",39415,Petrol,Trustmark Dealer,Automatic,Second Owner,10,Budget,,,,,,
Renault Duster 85PS Diesel RxE,2013,"₹ 4,50,000",73000,Diesel,Dealer,Manual,First Owner,13,Budget,,,,,,
Tata Tigor 1.2 Revotron XT,2018,"₹ 4,50,000",8500,Petrol,Individual,Manual,First Owner,8,Budget,,,,,,
Renault Duster 85PS Diesel RxL Optional,2012,"₹ 4,50,000",160000,Diesel,Individual,Manual,First Owner,14,Budget,,,,,,
Maruti Swift VDI,2013,"₹ 4,50,000",100000,Diesel,Individual,Manual,Second Owner,13,Budget,,,,,,
Tata New Safari DICOR 2.2 VX 4x4,2012,"₹ 4,50,000",42655,Diesel,Individual,Manual,First Owner,14,Budget,,,,,,
Ford Ecosport 1.5 DV5 MT Titanium Optional,2014,"₹ 4,50,000",99117,Diesel,Dealer,Manual,First Owner,12,Budget,,,,,,
Hyundai i20 1.4 CRDi Sportz,2012,"₹ 4,50,000",120000,Diesel,Individual,Manual,Second Owner,14,Budget,,,,,,
